Name,canonical smi,IC50,Unit,Source,Source type
2074,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)C5CC(c6ccccc6)C5)CC4c4ccccc4)CC3)cnc21,0.14,uM,WO2017212010A1,Patent
2075,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(Cc5cccc(F)c5)CC4c4ccccc4)CC3)cnc21,0.14,uM,WO2017212010A1,Patent
2076,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5ccc6c(c5)NCCC6)CC4c4ccccc4)CC3)cnc21,0.14,uM,WO2017212010A1,Patent
2077,C=CC(=O)N1CCCc2ccc(C(=O)N3CC[C@@H](C(=O)N4CCC(O)(Cn5cnc6c(ccn6C)c5=O)CC4)[C@@H](c4ccccc4)C3)cc21,0.14,uM,WO2017212010A1,Patent
2078,CCn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5ccc(C)cc5)CC4c4ccccc4)CC3)cnc21,0.14,uM,WO2017212010A1,Patent
2079,O=C(C1CCN(Cc2ccccc2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3[nH]ccc3c2=O)CC1,0.14,uM,WO2017212010A1,Patent
2080,COc1ccc(N(C)c2ccc3ncn(CC4(O)CCN(C(=O)C5CCN(C(=O)c6sc(-c7ccccc7)nc6C)CC5c5ccccc5)CC4)c(=O)c3n2)cc1,0.14,uM,WO2017212010A1,Patent
2081,Nc1ccc2ncn(CC3(O)CCN(C(=O)C4CCN(Cc5ccccc5F)CC4c4ccccc4)CC3)c(=O)c2n1,0.14,uM,WO2017212010A1,Patent
2082,CON(C)C(=O)c1cccc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)c1,0.15,uM,WO2017212010A1,Patent
2083,COc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6sccc6c5=O)CC4)C(c4ccccc4)C3)s2)cn1,0.15,uM,WO2017212010A1,Patent
2084,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5cccc(C(F)(F)F)c5)CC4c4ccccc4)CC3)cnc21,0.15,uM,WO2017212010A1,Patent
2085,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5cccc(N6CCOCC6)c5)CC4c4ccccc4)CC3)cnc21,0.15,uM,WO2017212010A1,Patent
2086,CNc1cccc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)c1,0.15,uM,WO2017212010A1,Patent
2087,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5ccccc5)CC4c4ccccc4)CC3)cnc21,0.15,uM,WO2017212010A1,Patent
2088,Cc1nc(Cc2ccccn2)sc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)C(c2ccccc2)C1,0.15,uM,WO2017212010A1,Patent
2089,CN(C)c1ccc(-c2ccc(-n3ccc4c(=O)n(CC5(O)CCN(C(=O)C6CCN(Cc7cnc(-c8ccc(N(C)C)nc8)s7)CC6c6ccccc6)CC5)cnc43)cc2)cn1,0.15,uM,WO2017212010A1,Patent
2090,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccccc6C)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,0.15,uM,WO2017212010A1,Patent
2091,CCn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(Cc5ccccc5C)CC4c4ccccc4)CC3)cnc21,0.15,uM,WO2017212010A1,Patent
2092,Cc1ccc(CN2CCC(C(=O)N3CCC(O)(Cn4cnc5[nH]c(-c6ccsc6)cc5c4=O)CC3)C(c3ccccc3)C2)cc1,0.15,uM,WO2017212010A1,Patent
2093,O=C(c1cnc(Cc2ccccc2F)s1)N1CCC(C(=O)N2CCC(O)(Cn3cnc4cccnc4c3=O)CC2)C(c2ccccc2)C1,0.15,uM,WO2017212010A1,Patent
2094,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(S(=O)(=O)c6ccc(F)cc6)CC5c5ccccc5)CC4)cnc32)cc1,0.153,uM,WO2017212010A1,Patent
2095,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5ccc(CN(C(=O)[O-])C(C)(C)C)cc5)CC4c4ccccc4)CC3)cnc21,0.16,uM,WO2017212010A1,Patent
2096,Cc1csc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)c1I,0.16,uM,WO2017212010A1,Patent
2097,Cc1ccc(-c2csc(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C)c5=O)CC4)C(c4ccccc4)C3)n2)cn1,0.16,uM,WO2017212010A1,Patent
2098,CCn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5ccccc5C)CC4c4ccccc4)CC3)cnc21,0.16,uM,WO2017212010A1,Patent
2099,C=CC(=O)Nc1cccc(C(=O)N2CC[C@@H](C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)[C@@H](c3ccccc3)C2)c1,0.17,uM,WO2017212010A1,Patent
2100,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(Cc5ccc(-c6ccsc6)s5)CC4c4ccccc4)CC3)cnc21,0.17,uM,WO2017212010A1,Patent
2101,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5cc(N(C(=O)O)C(C)(C)C)c(Br)s5)CC4c4ccccc4)CC3)cnc21,0.17,uM,WO2017212010A1,Patent
2102,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5cc(Br)ccn5)CC4c4ccccc4)CC3)cnc21,0.17,uM,WO2017212010A1,Patent
2103,O=C([C@@H]1CCN(Cc2ccccc2)C[C@H]1c1cccs1)N1CCC(O)(Cn2cnc3[nH]ccc3c2=O)CC1,0.17,uM,WO2017212010A1,Patent
2104,O=C(C1CCN(Cc2cccc(F)c2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3cccnc3c2=O)CC1,0.17,uM,WO2017212010A1,Patent
2105,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(-c7ccn(C)c7)scc6c5=O)CC4)C(c4ccccc4)C3)s2)cn1,0.173,uM,WO2017212010A1,Patent
2106,O=C(C1CCN(S(=O)(=O)c2ccc(F)cc2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccc3)c2=O)CC1,0.174,uM,WO2017212010A1,Patent
2107,O=C(C1CCN(Cc2ccccc2F)CC1c1ccccc1)N1CCC(O)(Cn2cnc3sccc3c2=O)CC1,0.18,uM,WO2017212010A1,Patent
2108,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5ccsc5Br)CC4c4ccccc4)CC3)cnc21,0.18,uM,WO2017212010A1,Patent
2109,C=CCn1cccc1C(=O)N1CC[C@H](C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)[C@@H](c2ccccc2)C1,0.18,uM,WO2017212010A1,Patent
2110,Cn1ccc2ccc(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C)c5=O)CC4)C(c4ccccc4)C3)cc21,0.18,uM,WO2017212010A1,Patent
2111,Cn1nccc1-c1cccc(S(=O)(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)c1,0.18,uM,WO2017212010A1,Patent
2112,O=C(C1CCN(Cc2ccccc2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3cccnc3c2=O)CC1,0.18,uM,WO2017212010A1,Patent
2113,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5cccc(CN6CCCC6)c5)CC4c4ccccc4)CC3)cnc21,0.19,uM,WO2017212010A1,Patent
2114,Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6CC(C)C)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,0.19,uM,WO2017212010A1,Patent
2115,CC(=O)Nc1cccc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)c1,0.2,uM,WO2017212010A1,Patent
2116,CN(C)C(=O)c1cccc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)c1,0.2,uM,WO2017212010A1,Patent
2117,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5cccc(-c6ccncc6)n5)CC4c4ccccc4)CC3)cnc21,0.2,uM,WO2017212010A1,Patent
2118,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5cccc(N)c5)CC4c4ccccc4)CC3)cnc21,0.2,uM,WO2017212010A1,Patent
2119,COc1ccccc1-n1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5sc(-c6ccc(C)nc6)nc5C)CC4c4ccccc4)CC3)cnc21,0.2,uM,WO2017212010A1,Patent
2120,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5ccc6c(c5)N(C(=O)OC(C)(C)C)CCC6)CC4c4ccccc4)CC3)cnc21,0.22,uM,WO2017212010A1,Patent
2121,O=C(C1CCN(Cc2ccccc2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3sccc3c2=O)CC1,0.22,uM,WO2017212010A1,Patent
2122,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5sc(I)c(I)c5F)CC4c4ccccc4)CC3)cnc21,0.22,uM,WO2017212010A1,Patent
2123,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5nc(-c6cccnc6)cs5)CC4c4ccccc4)CC3)cnc21,0.22,uM,WO2017212010A1,Patent
2124,Cn1nccc1-c1ccnc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)c1,0.22,uM,WO2017212010A1,Patent
2125,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5scc(Cl)c5F)CC4c4ccccc4)CC3)cnc21,0.23,uM,WO2017212010A1,Patent
2126,Cc1cc(-c2csc(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C)c5=O)CC4)C(c4ccccc4)C3)n2)ccn1,0.23,uM,WO2017212010A1,Patent
2127,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(S(=O)(=O)c5ccc(Br)s5)CC4c4ccccc4)CC3)cnc21,0.23,uM,WO2017212010A1,Patent
2128,CCn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5ccccc5F)CC4c4ccccc4)CC3)cnc21,0.23,uM,WO2017212010A1,Patent
2129,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)C5CC5c5ccccc5)CC4c4ccccc4)CC3)cnc21,0.24,uM,WO2017212010A1,Patent
2130,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5ccccc5F)CC4c4ccccc4)CC3)cnc21,0.24,uM,WO2017212010A1,Patent
2131,Cc1cccc(CN2CCC(C(=O)N3CCC(O)(Cn4cnc5sccc5c4=O)CC3)C(c3ccccc3)C2)c1,0.24,uM,WO2017212010A1,Patent
2132,C=CC(=O)NCc1ccc(C(=O)N2CC[C@H](C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)[C@H](c3ccccc3)C2)cc1,0.26,uM,WO2017212010A1,Patent
2133,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5nc(-c6ccncc6)cs5)CC4c4ccccc4)CC3)cnc21,0.26,uM,WO2017212010A1,Patent
2134,Cc1cc2c(=O)n(CC3(O)CCN(C(=O)[C@@H]4CCN(Cc5ccccc5)C[C@H]4c4cccs4)CC3)cnc2[nH]1,0.26,uM,WO2017212010A1,Patent
2135,Cc1ccccc1CN1CCC(C(=O)N2CCC(O)(Cn3cnc4cccnc4c3=O)CC2)C(c2ccccc2)C1,0.26,uM,WO2017212010A1,Patent
2136,CC(=O)NCc1cc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(Cc5cccc(F)c5)CC4c4ccccc4)CC3)cnc2[nH]1,0.28,uM,WO2017212010A1,Patent
2137,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5ccc6c(c5)N(C(=O)OC(C)(C)C)CCN6)CC4c4ccccc4)CC3)cnc21,0.28,uM,WO2017212010A1,Patent
2138,CN(C)c1csc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)c1,0.29,uM,WO2017212010A1,Patent
2139,O=C(C1CCN(Cc2ccccc2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3ccc(NCc4ccccc4)nc3c2=O)CC1,0.29,uM,WO2017212010A1,Patent
2140,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5cccc(N6CCCCC6)c5)CC4c4ccccc4)CC3)cnc21,0.31,uM,WO2017212010A1,Patent
2141,O=C(C1CCN(Cc2cc3ccccc3o2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3sccc3c2=O)CC1,0.32,uM,WO2017212010A1,Patent
2142,Cc1nscc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4cccnc4c3=O)CC2)C(c2ccccc2)C1,0.32,uM,WO2017212010A1,Patent
2143,CN(C)c1cc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)sc1Cl,0.33,uM,WO2017212010A1,Patent
2144,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5nc(Br)cs5)CC4c4ccccc4)CC3)cnc21,0.34,uM,WO2017212010A1,Patent
2145,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(S(=O)(=O)c5ccc(-c6ccccc6)s5)CC4c4ccccc4)CC3)cnc21,0.34,uM,WO2017212010A1,Patent
2146,C=Cn1c(C(=O)N2CC[C@H](C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)[C@H](c3ccccc3)C2)cc2ccccc21,0.34,uM,WO2017212010A1,Patent
2147,C=Cn1c(Br)ccc1C(=O)N1CC[C@H](C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)[C@@H](c2ccccc2)C1,0.34,uM,WO2017212010A1,Patent
2148,O=C(C1CCN(Cc2ccccc2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3ccc(Cl)nc3c2=O)CC1,0.34,uM,WO2017212010A1,Patent
2149,Cc1nc(-c2ccccc2)sc1S(=O)(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)C(c2ccccc2)C1,0.35,uM,WO2017212010A1,Patent
2150,Cn1nccc1-c1cccc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)n1,0.36,uM,WO2017212010A1,Patent
2151,Cc1cccc(CN2CCC(C(=O)N3CCC(O)(Cn4cnc5cccnc5c4=O)CC3)C(c3ccccc3)C2)c1,0.36,uM,WO2017212010A1,Patent
2152,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5sccc5-c5cccnc5)CC4c4ccccc4)CC3)cnc21,0.38,uM,WO2017212010A1,Patent
2153,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5ccc[nH]5)CC4c4ccccc4)CC3)cnc21,0.38,uM,WO2017212010A1,Patent
2154,Cc1nc(-c2cncnc2)sc1S(=O)(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)C(c2ccccc2)C1,0.39,uM,WO2017212010A1,Patent
2155,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(-c7ccccc7)cn(C)c6c5=O)CC4)C(c4ccccc4)C3)s2)cn1,0.41,uM,WO2017212010A1,Patent
2156,Cc1ccc(CN2CCC(C(=O)N3CCC(O)(Cn4cnc5[nH]c(-c6ccccc6F)cc5c4=O)CC3)C(c3ccccc3)C2)cc1,0.41,uM,WO2017212010A1,Patent
2157,CNc1csc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)c1,0.42,uM,WO2017212010A1,Patent
2158,O=C(C1CCN(Cc2ccccc2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3Cc3ccccc3)c2=O)CC1,0.42,uM,WO2017212010A1,Patent
2159,CCOCCC(=O)NCc1ccc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)cc1,0.43,uM,WO2017212010A1,Patent
2160,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(S(=O)(=O)c5ccc(-c6cncnc6)s5)CC4c4ccccc4)CC3)cnc21,0.43,uM,WO2017212010A1,Patent
2161,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccccc6N(C)C)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,0.43,uM,WO2017212010A1,Patent
2162,Cc1ccccc1CN1CCC(C(=O)N2CCC(O)(Cn3cnc4sccc4c3=O)CC2)C(c2ccccc2)C1,0.43,uM,WO2017212010A1,Patent
2163,Cc1nscc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4sccc4c3=O)CC2)C(c2ccccc2)C1,0.47,uM,WO2017212010A1,Patent
2164,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5cccc(C(C)(C)C)c5)CC4c4ccccc4)CC3)cnc21,0.47,uM,WO2017212010A1,Patent
2165,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(S(=O)(=O)c5ccc(-c6ccncc6)s5)CC4c4ccccc4)CC3)cnc21,0.5,uM,WO2017212010A1,Patent
2166,O=C(c1sc(I)cc1F)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4CC(F)(F)F)c3=O)CC2)C(c2ccccc2)C1,0.5,uM,WO2017212010A1,Patent
2167,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5cccc(C(=O)N6CCOCC6)c5)CC4c4ccccc4)CC3)cnc21,0.51,uM,WO2017212010A1,Patent
2168,Cc1nc(Br)sc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4CC(F)(F)F)c3=O)CC2)C(c2ccccc2)C1,0.53,uM,WO2017212010A1,Patent
2169,Nc1ccc2ncn(CC3(O)CCN(C(=O)C4CCN(Cc5ccccc5)CC4c4ccccc4)CC3)c(=O)c2n1,0.53,uM,WO2017212010A1,Patent
2170,N#Cc1ccc2[nH]nc(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6sccc6c5=O)CC4)C(c4ccccc4)C3)c2c1,0.56,uM,WO2017212010A1,Patent
2171,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5cccc(C(=O)O)c5)CC4c4ccccc4)CC3)cnc21,0.57,uM,WO2017212010A1,Patent
2172,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5sccc5-c5ccncc5)CC4c4ccccc4)CC3)cnc21,0.57,uM,WO2017212010A1,Patent
2173,Cc1nc(-c2ccncc2)sc1S(=O)(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)C(c2ccccc2)C1,0.57,uM,WO2017212010A1,Patent
2174,Cc1ccc(-c2sccc2C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)cn1,0.58,uM,WO2017212010A1,Patent
2175,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5ccsc5-c5cccnc5)CC4c4ccccc4)CC3)cnc21,0.58,uM,WO2017212010A1,Patent
2176,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5cccn5Cc5ccccc5)CC4c4ccccc4)CC3)cnc21,0.58,uM,WO2017212010A1,Patent
2177,Cc1cc(-c2sccc2C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)ccn1,0.59,uM,WO2017212010A1,Patent
2178,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5cccn5Cc5cccnc5)CC4c4ccccc4)CC3)cnc21,0.59,uM,WO2017212010A1,Patent
2179,Cc1cc(-c2ccsc2C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)ccn1,0.62,uM,WO2017212010A1,Patent
2180,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5ccsc5-c5ccncc5)CC4c4ccccc4)CC3)cnc21,0.67,uM,WO2017212010A1,Patent
2181,Cc1ccc(-c2ccsc2C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)cn1,0.77,uM,WO2017212010A1,Patent
2182,O=C(C1CCN(Cc2cnc(Br)s2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3CC(F)(F)F)c2=O)CC1,0.81,uM,WO2017212010A1,Patent
2183,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(c5=O)c5ccccc5n6C)CC4)C(c4ccccc4)C3)s2)cn1,0.81,uM,WO2017212010A1,Patent
2184,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5ccccc5O)CC4c4ccccc4)CC3)cnc21,0.82,uM,WO2017212010A1,Patent
2185,CC(=O)c1ccccc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)C(c2ccccc2)C1,0.93,uM,WO2017212010A1,Patent
2186,CSCn1cccc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)C(c2ccccc2)C1,1.1,uM,WO2017212010A1,Patent
2187,COC(=O)c1ccccc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C)c3=O)CC2)C(c2ccccc2)C1,1.2,uM,WO2017212010A1,Patent
2188,Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)C5CC(=O)N(c6ccccc6)C5)CC4c4ccccc4)CC3)cnc21,1.4,uM,WO2017212010A1,Patent
2189,O=C(C1CCN(Cc2ccccc2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3ccc(=O)[nH]c3c2=O)CC1,1.7,uM,WO2017212010A1,Patent
2190,COc1ccc2ncn(CC3(O)CCN(C(=O)C4CCN(Cc5ccccc5)CC4c4ccccc4)CC3)c(=O)c2n1,3.1,uM,WO2017212010A1,Patent
2191,CC1CS(=O)(=O)c2cc(NC(=O)c3cc([N+](=O)[O-])c(Sc4c(Cl)cncc4Cl)s3)ccc21,0.075,uM,WO2017023684A2,Patent
2192,CN(C)CCNC1CS(=O)(=O)c2cc(NC(=O)c3cc([N+](=O)[O-])c(Sc4c(Cl)cncc4Cl)s3)ccc21,0.22,uM,WO2017023684A2,Patent
2193,O=C(Nc1cccc(S(=O)(=O)CC2CC2)c1)c1cc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1,0.39,uM,WO2017023684A2,Patent
2194,CCNS(=O)(=O)c1cccc(NC(=O)c2cc([N+](=O)[O-])c(Sc3c(Cl)cncc3Cl)s2)c1,0.42,uM,WO2017023684A2,Patent
2195,CC1CS(=N)(=O)c2cc(NC(=O)c3cc([N+](=O)[O-])c(Sc4c(Cl)cncc4Cl)s3)ccc21,0.47,uM,WO2017023684A2,Patent
2196,CN(C)CCOc1ccc(NC(=O)c2cc([N+](=O)[O-])c(Sc3c(Cl)cncc3Cl)s2)cc1,0.5,uM,WO2017023684A2,Patent
2197,CS(=O)(=O)c1cccc(NC(=O)c2cc([N+](=O)[O-])c(Sc3c(Cl)cncc3Cl)s2)c1,0.51,uM,WO2017023684A2,Patent
2198,O=C(Nc1cccc(S(=O)(=O)C2CC2)c1)c1cc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1,0.56,uM,WO2017023684A2,Patent
2199,N#Cc1cc(C(=O)Nc2ccc3c(c2)S(=O)(=O)C=C3)sc1Sc1c(Cl)cncc1Cl,0.59,uM,WO2017023684A2,Patent
2200,CNS(=O)(=O)c1cccc(NC(=O)c2cc([N+](=O)[O-])c(Sc3c(Cl)cncc3Cl)s2)c1,0.64,uM,WO2017023684A2,Patent
2201,COCCNC1CS(=O)(=O)c2cc(NC(=O)c3cc([N+](=O)[O-])c(Sc4c(Cl)cncc4Cl)s3)ccc21,0.79,uM,WO2017023684A2,Patent
2202,O=C(NC1CCS(=O)(=O)c2ccccc21)c1cc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1,0.81,uM,WO2017023684A2,Patent
2203,CS(=O)(=O)c1ccccc1NC(=O)c1cc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1,0.85,uM,WO2017023684A2,Patent
2204,CN1CCC(NC(=O)c2cc([N+](=O)[O-])c(Sc3c(Cl)cncc3Cl)s2)CC1,1.7,uM,WO2017023684A2,Patent
2205,CS(=N)(=O)c1cccc(NC(=O)c2cc([N+](=O)[O-])c(Sc3c(Cl)cncc3Cl)s2)c1,2,uM,WO2017023684A2,Patent
2206,O=C(NC1CCS(=O)(=O)CC1)c1cc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1,2.1,uM,WO2017023684A2,Patent
2207,O=C(c1cc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1)N1CCS(=O)(=O)CC1,4.3,uM,WO2017023684A2,Patent
2208,O=C(NN1CCS(=O)(=O)C2COC=CC21)c1cc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1,4.8,uM,WO2017023684A2,Patent
2209,CS(=O)(=O)c1ccc(NC(=O)c2cc([N+](=O)[O-])c(Sc3c(Cl)cncc3Cl)s2)cc1,6.8,uM,WO2017023684A2,Patent
2210,O=C(C1CCNCC1c1ccccc1)N1CCC(O)(Cn2cnc3c(cnn3-c3ccc4c(c3)OCCO4)c2=O)CC1,0.0196,uM,WO2017212012A1,Patent
2211,COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCNCC5c5ccccc5)CC4)cnc32)cc1,0.0287,uM,WO2017212012A1,Patent
2212,O=C(C1CCNCC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccc3)c2=O)CC1,0.0316,uM,WO2017212012A1,Patent
2213,O=C(C1CCNCC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccc(F)cc3)c2=O)CC1,0.0377,uM,WO2017212012A1,Patent
